#complex,groundtruth,z3flag
#12-terms generated expression.
-6*(((z^~(x&(~y|z)))&~t)|(((x&y)|(x^(y^z)))&t))+8*((~(x^y)&~t)|((z^(x&y))&t))-8*((~(x|y)&~t)|((y^~(x&(~y&z)))&t))+5*~((y&z)^t)+7*((~(~x&(~y&z))&~t)|((~(x|y)|~(x^(y^z)))&t))-3*(((y^~(x|~z))&~t)|((x|~z)&t))+6*(((~x&(y|z))&~t)|((y&(x|~z))&t))-2*(((z^(~x|(y|z)))&~t)|((y^(x&(y|z)))&t))+4*(((y^(~x|(y^z)))&~t)|(((x&y)^(y|~z))&t))+4*((~(x&(~y&z))&~t)|(~(x&(y|z))&t))+2*((~z&~t)|(((y&z)|(~x&(y|z)))&t))+1*(((~(x|~y)|(x^(y^z)))&~t)|((z^(x|~y))&t))-5*((~(~x|(~y&z))&~t)|((y^~(~x&(~y|z)))&t))-2*(((y|~(x|~z))&~t)|((z&~(x^y))&t))-6*(((y^~(~x&(~y|z)))&~t)|(~(x^z)&t))+3*(((z^(x|y))&~t)|(((x&z)^~(x^(y&z)))&t))-1*(((x^(~y&z))&~t)|((y&(x^z))&t))-9*(((z&~(x^y))&~t)|((~x|(~y&z))&t))+1*(((y^~(x&z))&~t)|((~(x|~y)|(x^(y^z)))&t))+1*(((z^~(x|~y))&~t)|((y^(~x|(~y|z)))&t))+1*((~(~x&(y&z))&~t)|((x|(y&z))&t))-8*((((x&z)^(x^(~y&z)))&~t)|((z|(x&~y))&t))-16*~(x|(y|(z|t)))-17*~(x|(~y|(z|t)))-9*~(~x|(y|(z|t)))-3*~(~x|(~y|(z|t)))-3*~(x|(y|(~z|t)))-10*~(x|(~y|(~z|t)))-6*~(~x|(~y|(~z|t)))+1*(~x&(~y&(~z&t)))+6*(~x&(y&(~z&t)))+18*(x&(~y&(~z&t)))-19*(x&(y&(~z&t)))+7*(~x&(~y&(z&t)))-8*(~x&(y&(z&t)))+13*(x&(~y&(z&t)))+10*(x&(y&(z&t))),-2*~(~x|(y|(~z|t)))-5*((~(~x|(y^z))&~t)|((~z&~(x^y))&t)),True
-1*(((y^(~x|(y|z)))&~t)|((y^~(~x&(~y&z)))&t))-4*(((z&(x|~y))&~t)|((x&~y)&t))+9*(((y|(x&~z))&~t)|((x|~y)&t))+1*(((y^(~x&(y|z)))&~t)|((~z|~(x^y))&t))-2*((((x&z)|~(y|z))&~t)|((~(x|~y)|(y^z))&t))+3*(((~x|(y&z))&~t)|((~x&(y|z))&t))-1*((~(~x|(y&z))&~t)|((y^(x&z))&t))-8*(((x&(y&z))&~t)|(((x&z)|(y&~z))&t))-4*((~(y&z)&~t)|((~y|~(x^z))&t))-6*(((~x|(~y&z))&~t)|((z^~(x&(y&z)))&t))-6*(((y^(x&(~y|z)))&~t)|((y^~(x&(y^z)))&t))-8*((~(x&(~y&z))&~t)|(~(y|z)&t))-5*((~y&~t)|(((x&y)^~(x^(~y|z)))&t))-1*(((x&(y&z))&~t)|((y^~(x|(~y&z)))&t))-9*((~x&~t)|((y&~(x&~z))&t))+4*((~(~x|(~y&z))&~t)|((z^~(x&(y&z)))&t))+1*(((~(x^y)|~(x^z))&~t)|((x^(y&z))&t))-5*(((y|~(x|~z))&~t)|(~(x&(y&z))&t))+5*((z&~t)|(~(~x|(~y&z))&t))-4*(((~x|(~y|z))&~t)|(((x&y)^(y|z))&t))+1*(((x|(~y&z))&~t)|(((x^y)|(x^z))&t))-2*(((x&~x)&~t)|((~y|(x^z))&t))+35*~(x|(y|(z|t)))+29*~(x|(~y|(z|t)))+16*~(~x|(y|(z|t)))+35*~(x|(y|(~z|t)))+21*~(x|(~y|(~z|t)))+26*~(~x|(y|(~z|t)))+8*~(~x|(~y|(~z|t)))+19*(~x&(~y&(~z&t)))+35*(~x&(y&(~z&t)))+20*(x&(~y&(~z&t)))+15*(x&(y&(~z&t)))+9*(~x&(~y&(z&t)))+18*(~x&(y&(z&t)))+25*(x&(~y&(z&t)))+9*(x&(y&(z&t))),-8*~(~x|(~y|(z|t))),True
7*(((x^(y|z))&~t)|((y^~(x&~z))&t))-2*(((z^(~x|(~y|z)))&~t)|((z^(x|(y&z)))&t))-4*(((y^~(x&(~y&z)))&~t)|((y^~(~x&(y&z)))&t))-1*(((y^~(x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t))-2*(((~(x|~y)|~(y^z))&~t)|((z&(x|y))&t))-1*(((y^(x&~z))&~t)|(~(x|(y|z))&t))+1*((((y&~z)^(x|(y^z)))&~t)|(~(x&(y&z))&t))+7*(((~x&(~y|z))&~t)|((y^(~x&(y|z)))&t))-6*(((~(x^y)&~(x^z))&~t)|((y^(x|(y|z)))&t))+3*(((x|(y&z))&~t)|((z|(x^y))&t))+9*((((x&y)^(x^(y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t))-7*(((y&~z)&~t)|((z^(x&(y|z)))&t))-5*((~(x&y)&~t)|((y^(x|(~y|z)))&t))+2*((((x&~y)|(y^z))&~t)|(~(x^(y|z))&t))-1*(((z|~(x^y))&~t)|((z^~(~x&(y|z)))&t))-1*(((y^(~x|(y^z)))&~t)|((y|~(x|~z))&t))+6*(((x|z)&~t)|(~(x&(~y|z))&t))-6*(((~y|~(x^z))&~t)|(~(x&(~y|z))&t))+1*(((x^(y|z))&~t)|(((x|y)&~(x^(y^z)))&t))-9*(((y^(~x&(y|z)))&~t)|((y^~(x|~z))&t))-7*(((x&(y^z))&~t)|(((x|~y)&~(x^(y^z)))&t))+4*(((~(x|y)|(x^(y^z)))&~t)|((z^(x&~y))&t))+17*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))-20*~(~x|(y|(z|t)))+7*~(~x|(~y|(z|t)))-2*~(x|(y|(~z|t)))-31*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))-3*~(~x|(~y|(~z|t)))-1*(~x&(~y&(~z&t)))+3*(x&(~y&(~z&t)))-7*(x&(y&(~z&t)))-2*(~x&(~y&(z&t)))-2*(~x&(y&(z&t)))-6*(x&(~y&(z&t)))-10*(x&(y&(z&t))),-7*((((x&z)^(x^(y&z)))&~t)|((x|(~y&z))&t))-12*(~x&(y&(~z&t))),True
-1*((((x&z)^~(x^(y&z)))&~t)|((z^~(x&(~y&z)))&t))+2*(((~(x&~y)&(x^(y^z)))&~t)|((y&(x|~z))&t))+1*((((x&~y)|~(y^z))&~t)|((y^~(x&z))&t))-1*(((~x|(y&z))&~t)|(((x&~y)|~(x^(y^z)))&t))+6*(((y^~(x&z))&~t)|((x|~y)&t))-1*(((y|~(x^z))&~t)|(((x&z)^(x^(~y&z)))&t))+7*((~x&~t)|((y|z)&t))+1*((y&~t)|((~(x^y)|~(x^z))&t))-7*(((z|(x&y))&~t)|((y^(x|~z))&t))-8*(((~(x&y)&(x^(y^z)))&~t)|((y&(x|~z))&t))-3*((~z&~t)|(((x&y)|~(y|z))&t))+8*((((y&~z)|~(x|(~y&z)))&~t)|((z^(x&(~y|z)))&t))-9*(((~(x|y)|(x^(y^z)))&~t)|((x&y)&t))+6*((~(x|(~y|z))&~t)|(~(~x|(y&z))&t))+1*((~(x&(~y&z))&~t)|(~(~x|(y^z))&t))-4*(((~(x|y)|~(y^z))&~t)|((y|~(x|z))&t))+7*((~(y&~z)&~t)|((y^(~x|(y^z)))&t))+6*((((x&y)^(x^(~y|z)))&~t)|((x|(y&z))&t))+1*(((x^(y|z))&~t)|((z|(x^y))&t))+9*(((y^(~x|(y|z)))&~t)|(((x&y)^~(x^(y&z)))&t))-4*((~(x|y)&~t)|((y^(x|(y^z)))&t))-22*~(x|(y|(z|t)))-3*~(x|(~y|(z|t)))+8*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))-5*~(x|(y|(~z|t)))-12*~(x|(~y|(~z|t)))-1*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))-8*(~x&(~y&(~z&t)))-7*(~x&(y&(~z&t)))-12*(x&(~y&(~z&t)))-10*(x&(y&(~z&t)))-28*(~x&(~y&(z&t)))-6*(~x&(y&(z&t)))-13*(x&(~y&(z&t)))-1*(x&(y&(z&t))),7*(((z&(x|y))&~t)|((z&(x|~y))&t)),True
-9*(((z^(~x|(~y|z)))&~t)|((x|(y|z))&t))+2*(((~z&~(x^y))&~t)|(~(y|~z)&t))-2*((((x&y)|~(x^(y^z)))&~t)|(~(~x|(~y&z))&t))+4*((((y&~z)|~(~x|(~y&z)))&~t)|(((x|~y)&(y^z))&t))+3*((~(~x|(~y&z))&~t)|((~(x&~y)&~(x^(y^z)))&t))-1*((((y&z)^~(~x&(y^z)))&~t)|(~(~x&(~y&z))&t))-2*(((~x|(y^z))&~t)|((y^~(~x&(~y|z)))&t))+2*((((x|~y)&~(x^(y^z)))&~t)|((x^y)&t))+1*(((y^(x&(~y|z)))&~t)|((y^(~x|(y&z)))&t))+1*(((y|~(x|~z))&~t)|(~(x|z)&t))-3*((~(~x&(~y&z))&~t)|((~z&(x^y))&t))+4*(((y|~(x^z))&~t)|((y^~(x&(~y&z)))&t))-8*((((y&z)^~(x&(y^z)))&~t)|((~(x|y)|(x^(y^z)))&t))+9*(((z&(x^y))&~t)|(~(~x&(y|z))&t))-6*(((y^~(~x&(y&z)))&~t)|(((x&z)^(y|z))&t))+2*((~(x&~x)&~t)|(((x&y)^(y|z))&t))-3*(((y^(x|(~y|z)))&~t)|((y^(x&(y^z)))&t))-1*(((y^(x|(y^z)))&~t)|((z|~(x|~y))&t))-5*(((~x&(y^z))&~t)|(~(x&(~y|z))&t))+1*(((z&~(x&y))&~t)|((z^(~x&(y|z)))&t))-6*(((x^y)&~t)|(((x&~y)|(x^(y^z)))&t))+24*~(x|(y|(z|t)))+28*~(x|(~y|(z|t)))+27*~(~x|(y|(z|t)))-7*~(~x|(~y|(z|t)))+21*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))+5*~(~x|(y|(~z|t)))-9*~(~x|(~y|(~z|t)))-4*(~x&(~y&(~z&t)))+40*(~x&(y&(~z&t)))+16*(x&(~y&(~z&t)))+10*(x&(y&(~z&t)))+26*(~x&(~y&(z&t)))+20*(~x&(y&(z&t)))+6*(x&(~y&(z&t)))+20*(x&(y&(z&t))),4*(((y&~z)&~t)|((y^z)&t)),True
6*(((~(x|~y)|~(x^(y^z)))&~t)|((x&~x)&t))-9*(((y&~(x&~z))&~t)|(~(x^(y^z))&t))+1*(((~x|(~y|z))&~t)|((~(x|~y)|(y^z))&t))+2*((~(~x&(~y|z))&~t)|((x&~x)&t))+5*((~(~x&(~y&z))&~t)|((z|(x&y))&t))+1*((~(x^(y|z))&~t)|(((x&z)^(x^(~y&z)))&t))+9*(((y^~(x|(~y&z)))&~t)|(~(x|(~y&z))&t))-2*(((x&(y^z))&~t)|(~(x|(y|z))&t))-4*((~(x|y)&~t)|(((y&z)|(x&(y|z)))&t))+2*((((x&z)^(y|z))&~t)|((~(x^y)&(x^z))&t))+7*((((x&y)|~(y^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t))+1*((((y&~z)^(~x|(y^z)))&~t)|((x&(y&z))&t))-9*(((y&(x|~z))&~t)|((~x&(y^z))&t))-1*(((~y&(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t))+5*((~(x|(y|z))&~t)|(~(x&z)&t))+1*((((x&y)|(y^z))&~t)|((y&~(x&~z))&t))+2*((((x^y)|(x^z))&~t)|(((x&y)|(y^z))&t))-7*(((z^~(x&~y))&~t)|((y|~z)&t))-1*(((z^(~x|(~y|z)))&~t)|((~(x&~y)&(y^z))&t))-1*(((y&(x|z))&~t)|(~(x&(y^z))&t))-1*(((z^(~x|(y|z)))&~t)|((y^(x|(y|z)))&t))-22*~(x|(y|(z|t)))+4*~(x|(~y|(z|t)))-19*~(~x|(y|(z|t)))-19*~(~x|(~y|(z|t)))-6*~(x|(y|(~z|t)))-14*~(x|(~y|(~z|t)))-14*~(~x|(y|(~z|t)))-11*~(~x|(~y|(~z|t)))+6*(~x&(~y&(~z&t)))-10*(~x&(y&(~z&t)))-4*(x&(~y&(~z&t)))-5*(x&(y&(~z&t)))-8*(~x&(~y&(z&t)))+1*(~x&(y&(z&t)))+5*(x&(~y&(z&t)))-8*(x&(y&(z&t))),-4*(((x|(y^z))&~t)|((y^~(x|~z))&t)),True
1*(((z^~(x&(y|z)))&~t)|((y^(x|(y^z)))&t))-1*(((z^(x|~y))&~t)|(~(x^(~y|z))&t))-9*(((z^(x&y))&~t)|((y^~(x|~z))&t))-5*(((y^(~x|(y^z)))&~t)|((y^(~x|(~y&z)))&t))+5*(((y^(x|(y|z)))&~t)|(((y&~z)^(x|(y^z)))&t))-5*(((y^~(~x&(y^z)))&~t)|(~(x&~z)&t))-2*((((y&~z)|~(~x|(~y&z)))&~t)|(((x&y)^~(x^(y&z)))&t))+2*((~(~x&(~y|z))&~t)|((y^~(x&(~y|z)))&t))+1*(((y^~(x&~z))&~t)|(((x^y)&~(x^z))&t))-1*(((~x|(y^z))&~t)|(~z&t))-7*((((x&y)^(x^(~y|z)))&~t)|(((x&y)^(x^(~y|z)))&t))+3*(((~x|(y&z))&~t)|((z|(x^y))&t))+1*((((x^y)&(x^z))&~t)|((z^~(~x|(y&z)))&t))-8*((~(x&(y&z))&~t)|((x|(y&z))&t))+1*(((y^(~x&(y|z)))&~t)|((y&~(x&~z))&t))+2*((((x&y)^(y|~z))&~t)|(((x&y)|~(y|z))&t))+7*(((y^~(x&(~y|z)))&~t)|(~(x&(~y&z))&t))+2*(((y&(x^z))&~t)|(((y&z)^~(~x&(y^z)))&t))+1*(((~z&~(x^y))&~t)|((x^z)&t))-1*(((x|~z)&~t)|(~x&t))-3*(((z^~(~x&(~y|z)))&~t)|((y^~(x|(y^z)))&t))-2*((((x^y)|(x^z))&~t)|(~(x&~z)&t))+13*~(x|(y|(z|t)))+14*~(x|(~y|(z|t)))+20*~(~x|(~y|(z|t)))+18*~(x|(y|(~z|t)))+23*~(x|(~y|(~z|t)))+22*~(~x|(y|(~z|t)))+1*~(~x|(~y|(~z|t)))+13*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))-12*(x&(~y&(~z&t)))+15*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+9*(~x&(y&(z&t)))+9*(x&(~y&(z&t)))+19*(x&(y&(z&t))),-11*~(~x|(y|(z|t))),True
-6*(((~x&(y&z))&~t)|((~y&~(x^z))&t))-8*(((~(x|y)|(x^(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t))+7*(((~y&(x^z))&~t)|((y^(x|(~y&z)))&t))+2*(((z|(x&~y))&~t)|(~(y^z)&t))+1*(((y^~(x&(y&z)))&~t)|((~x&(y^z))&t))-2*(((y^(x|(~y|z)))&~t)|(((y&~z)^(~x|(y^z)))&t))-3*(((~(x&y)&~(y^z))&~t)|((z|(x^y))&t))-2*(((z^(x|(~y&z)))&~t)|((~x&(~y|z))&t))-4*(((~x|(y&z))&~t)|((~(x&~y)&(x^(y^z)))&t))+1*(((x&z)&~t)|(~(x|(~y&z))&t))-9*((((x|~y)&~(x^(y^z)))&~t)|((y^~(x&(y&z)))&t))+3*(((~(x&~y)&(x^(y^z)))&~t)|((x^z)&t))-3*((((x&z)^(y|z))&~t)|(~y&t))-1*(((z^(x|(y&z)))&~t)|((~(x^y)&~(x^z))&t))-5*(((y^(x|(~y|z)))&~t)|((y^~(~x&(~y|z)))&t))-4*(((~(x|y)|~(y^z))&~t)|(~(x^(~y&z))&t))+7*((((y&z)^~(x&(y^z)))&~t)|(((x&y)|~(y^z))&t))-2*(((z&~(x&~y))&~t)|((y|~(x|z))&t))+2*((~(x&(~y|z))&~t)|(((x|y)&(x^(y^z)))&t))+1*((((x|y)&(y^z))&~t)|((x&(y|z))&t))+1*(((y^~(x|(~y&z)))&~t)|((y^(x&(~y|z)))&t))+23*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+8*~(~x|(y|(z|t)))+11*~(~x|(~y|(z|t)))+7*~(x|(y|(~z|t)))+19*~(x|(~y|(~z|t)))+11*~(~x|(y|(~z|t)))+9*~(~x|(~y|(~z|t)))+26*(~x&(~y&(~z&t)))+9*(~x&(y&(~z&t)))-2*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))+11*(~x&(~y&(z&t)))+5*(~x&(y&(z&t)))+31*(x&(~y&(z&t)))+6*(x&(y&(z&t))),-1*(((~(x&~y)&~(y^z))&~t)|((y^~(x&(~y|z)))&t)),True
3*(((x^y)&~t)|((~(x^y)&~(x^z))&t))-1*(((~x&(~y|z))&~t)|((~(x|~y)|(y^z))&t))+9*(((z&(x|~y))&~t)|(~(x&(y^z))&t))+2*(((~x&(y|z))&~t)|((~(x|y)|(y^z))&t))+8*(((z|(x&~y))&~t)|(((y&z)|(~x&(y|z)))&t))-6*(((z^~(x|(y&z)))&~t)|(((x&z)^~(y&~z))&t))+8*(((~(x|y)|~(x^(y^z)))&~t)|((y^(x&(y^z)))&t))-9*((~(x&(~y|z))&~t)|((z^(x&(y|z)))&t))-4*(((y^~(x|(~y&z)))&~t)|(~x&t))-6*(((x|~z)&~t)|((x&(y&z))&t))+6*(((z^(x&(y|z)))&~t)|((z^(x&~y))&t))+2*(((y&~(x^z))&~t)|((y^(x|~z))&t))+1*(((~(x^y)&(x^z))&~t)|((y^~(x|(y&z)))&t))+7*(((y^(x|(y^z)))&~t)|((y^(x|(y&z)))&t))-2*(((z&(x|~y))&~t)|((x&z)&t))-1*(((y^(~x|(y^z)))&~t)|(((y&~z)^(x|(y^z)))&t))-4*(((z^(x&~y))&~t)|((z^~(x&y))&t))+9*(((z^(x&(~y|z)))&~t)|((x&~y)&t))-1*((((x&~y)|(x^(y^z)))&~t)|(~(x^(y^z))&t))+8*((((x&z)^(y|z))&~t)|(~z&t))-7*(((z^(x|y))&~t)|(~(x^(y&z))&t))+2*(((z^~(x&~y))&~t)|((x&(y^z))&t))+17*~(x|(y|(z|t)))+12*~(x|(~y|(z|t)))-9*~(~x|(y|(z|t)))+1*~(~x|(~y|(z|t)))-33*~(x|(y|(~z|t)))-31*~(x|(~y|(~z|t)))-21*~(~x|(y|(~z|t)))+5*~(~x|(~y|(~z|t)))-3*(~x&(~y&(~z&t)))-26*(~x&(y&(~z&t)))-30*(x&(~y&(~z&t)))-2*(x&(y&(~z&t)))+2*(~x&(~y&(z&t)))-13*(~x&(y&(z&t)))-25*(x&(~y&(z&t))),15*(x&(y&(z&t))),True
-8*((((y&~z)|~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t))-1*(((y^(x&(y^z)))&~t)|((~z&(x^y))&t))+9*(((x^(y|z))&~t)|((x|(y|z))&t))+8*(((x^y)&~t)|((x|(y^z))&t))+2*(((z^~(x|~y))&~t)|(~(x|~z)&t))-3*((~(~x&(~y&z))&~t)|(~(x&(y^z))&t))+5*((~(y&z)&~t)|((z^~(~x|(~y&z)))&t))+2*(((y^~(~x|(~y&z)))&~t)|((y^~(x&(~y&z)))&t))+1*((~(x&(~y&z))&~t)|((y&(x^z))&t))-6*((~(x|~y)&~t)|((y|~(x|z))&t))-3*(((x&(y&z))&~t)|((x&(y|z))&t))+1*((((x&~y)|~(x^(y^z)))&~t)|((x|(~y&z))&t))-1*(((z^~(~x&(y&z)))&~t)|((y^~(~x&(y&z)))&t))-7*(((z&(x^y))&~t)|((~x&(y&z))&t))-1*(((z^(x|~y))&~t)|(~(x|(y|z))&t))-1*(((z&(x|y))&~t)|(~(y|z)&t))-1*(((x&(~y&z))&~t)|(((x&y)^(y|~z))&t))+2*(((y^~(x&~z))&~t)|((~y&~(x^z))&t))-7*(((y^~(x|(y^z)))&~t)|((y^(x|(~y&z)))&t))+9*(((y^(x|z))&~t)|((x|y)&t))+2*(((~x|(~y&z))&~t)|((y&(x^z))&t))-2*(((y^(x&~z))&~t)|(((x&z)^~(x^(~y&z)))&t))+9*~(x|(y|(z|t)))-10*~(x|(~y|(z|t)))+11*~(~x|(~y|(z|t)))-30*~(x|(y|(~z|t)))+7*~(x|(~y|(~z|t)))-16*~(~x|(y|(~z|t)))+14*~(~x|(~y|(~z|t)))+19*(~x&(~y&(~z&t)))-6*(~x&(y&(~z&t)))-12*(x&(~y&(~z&t)))-18*(x&(y&(~z&t)))-8*(~x&(~y&(z&t)))-1*(~x&(y&(z&t)))-15*(x&(~y&(z&t)))-13*(x&(y&(z&t))),28*~(~x|(y|(z|t))),True
1*(((~(x&~y)&~(x^(y^z)))&~t)|(~(~x&(~y|z))&t))-1*(((y|~z)&~t)|((y^(x|(y|z)))&t))-2*(((y^~(x&~z))&~t)|((y&(x|~z))&t))-9*(((y^~(~x&(~y&z)))&~t)|((y&~(x&~z))&t))+8*((((y&~z)|~(~x|(~y&z)))&~t)|((~y|(x^z))&t))+1*((~(x|(~y&z))&~t)|(((x&y)^(y|~z))&t))+5*(((z^(x|(~y&z)))&~t)|((y|z)&t))-2*(((y^~(~x|(~y&z)))&~t)|(~x&t))-7*(((~x|(~y&z))&~t)|(((x&y)^~(x^(y&z)))&t))-9*((((x&z)^~(x^(y&z)))&~t)|(~(x&~y)&t))-1*(((z^~(x|~y))&~t)|(((x&z)^(x^(y&z)))&t))-5*(((~x&(~y&z))&~t)|(~(~x|(y|z))&t))+2*((((x&y)^(x^(y&z)))&~t)|((y^z)&t))-8*(((z|(x&y))&~t)|(((x&z)^~(y&~z))&t))-4*(((y^~(~x&(~y&z)))&~t)|((~z&~(x^y))&t))+8*((~(~x|(y^z))&~t)|((x|(y|z))&t))+9*(((y^~(x&z))&~t)|(~(y|z)&t))-2*((((x&y)^~(x^(y&z)))&~t)|(((y&z)|(x&(y|z)))&t))+2*((~(~x|(~y|z))&~t)|(((x|~y)&~(x^(y^z)))&t))+5*((((x|y)&~(x^(y^z)))&~t)|((x&~x)&t))-3*(((z^(x|(~y&z)))&~t)|((z&(x|y))&t))+25*~(x|(y|(z|t)))+13*~(x|(~y|(z|t)))-11*~(~x|(y|(z|t)))-5*~(~x|(~y|(z|t)))+25*~(x|(y|(~z|t)))+9*~(x|(~y|(~z|t)))+33*~(~x|(y|(~z|t)))-17*~(~x|(~y|(~z|t)))+10*(~x&(~y&(~z&t)))+12*(~x&(y&(~z&t)))-12*(x&(~y&(~z&t)))+1*(x&(y&(~z&t)))+6*(~x&(~y&(z&t)))+14*(~x&(y&(z&t)))-20*(x&(~y&(z&t)))+14*(x&(y&(z&t))),2*(((~(x&y)&~(y^z))&~t)|((y^(~x&(y^z)))&t)),True
4*(((z^(x&~y))&~t)|((~y&~(x^z))&t))-8*((~(x&(~y&z))&~t)|(~(x&(y&z))&t))-1*((((x&z)^(x^(~y&z)))&~t)|((~x&(y|z))&t))+6*(((x|z)&~t)|((z^~(x&y))&t))-1*((((x|~y)&(x^(y^z)))&~t)|(~(y&~z)&t))-2*(((y^~(~x&(y|z)))&~t)|((~(x&y)&(x^(y^z)))&t))-3*(((~x|(y&z))&~t)|((z&~(x&y))&t))-2*(((y^~(x&(y&z)))&~t)|((x|z)&t))+1*((((x|~y)&~(x^(y^z)))&~t)|(z&t))-1*(((x|(y|z))&~t)|((z^(x|(~y&z)))&t))+2*((~(x&(y&z))&~t)|((z|~(x|~y))&t))+4*(((y^(~x&(y|z)))&~t)|((y&~z)&t))-6*(((y^~(~x|(y&z)))&~t)|((~(x&~y)&(y^z))&t))-4*(((y^~(x&z))&~t)|((z^~(~x|(~y&z)))&t))+1*((((y&z)^~(x&(y^z)))&~t)|((y^(~x&(y|z)))&t))+4*(((x&(y^z))&~t)|(((x&y)|~(y|z))&t))+1*(((y^~(~x&(y^z)))&~t)|((~x|(~y|z))&t))-2*(((~(x|y)|(y^z))&~t)|((y^~(~x&(~y|z)))&t))+5*(((y^~(x&~z))&~t)|((x^(y|z))&t))-2*(((~x&(~y&z))&~t)|((y|~z)&t))+5*(((~(x&~y)&~(y^z))&~t)|(((x^y)&(x^z))&t))+9*((~(~x&(y&z))&~t)|((y|(x&~z))&t))+1*(((z^~(x|y))&~t)|((x|(~y|z))&t))-4*~(x|(y|(z|t)))+9*~(x|(~y|(z|t)))+2*~(~x|(y|(z|t)))-19*~(~x|(~y|(z|t)))-7*~(x|(y|(~z|t)))+2*~(x|(~y|(~z|t)))-15*~(~x|(y|(~z|t)))-4*~(~x|(~y|(~z|t)))-5*(~x&(~y&(~z&t)))-8*(~x&(y&(~z&t)))+4*(x&(y&(~z&t)))+16*(~x&(~y&(z&t)))+11*(x&(~y&(z&t)))-20*(x&(y&(z&t))),9*(x&(~y&(~z&t))),True
-6*(((y^(~x|(y|z)))&~t)|((y^~(~x&(y|z)))&t))-1*(((~(x&y)&(y^z))&~t)|((x|~z)&t))+7*(((z&(x|y))&~t)|((~x|(y&z))&t))+1*(((~(x&y)&~(y^z))&~t)|(((x&~y)|(x^(y^z)))&t))+4*(((x^(~y|z))&~t)|((y^(x&(y|z)))&t))+8*((~(x|(y^z))&~t)|((x|(y^z))&t))-3*(((y^~(x|~z))&~t)|((x|(~y&z))&t))+8*(((z^~(~x&(~y&z)))&~t)|((x&~y)&t))+3*(((y^(x&(~y|z)))&~t)|(~(y|z)&t))+7*(((~x|(~y|z))&~t)|((x&y)&t))-1*((~(x&~y)&~t)|((z^(x&(y|z)))&t))+2*(((y^~(~x&(~y|z)))&~t)|(((x&y)^(y|z))&t))+1*(((~(x|y)|~(y^z))&~t)|((y^(~x|(~y&z)))&t))+9*(((~y&(x^z))&~t)|((y^~(x|(~y&z)))&t))+3*((~(x|~z)&~t)|((y^(x|(~y|z)))&t))-9*(((z^(x|(~y&z)))&~t)|((z^(~x|(y|z)))&t))+3*(((y^(x&~z))&~t)|((y^~(~x|(y^z)))&t))+1*((~(x|(y|z))&~t)|(~(x&(y&z))&t))+1*((((x|y)&(x^(y^z)))&~t)|(~(~x&(y^z))&t))+6*((((x&z)|(y&~z))&~t)|((z|~(x|~y))&t))+8*(((~(x&~y)&~(x^(y^z)))&~t)|((x&(y&z))&t))-30*~(x|(y|(z|t)))-23*~(x|(~y|(z|t)))-25*~(~x|(y|(z|t)))-15*~(~x|(~y|(z|t)))-21*~(x|(y|(~z|t)))-36*~(x|(~y|(~z|t)))-18*~(~x|(y|(~z|t)))-21*~(~x|(~y|(~z|t)))-8*(~x&(~y&(~z&t)))-18*(~x&(y&(~z&t)))-18*(x&(~y&(~z&t)))-15*(x&(y&(~z&t)))-26*(~x&(~y&(z&t)))-17*(~x&(y&(z&t)))-24*(x&(~y&(z&t)))-44*(x&(y&(z&t))),-1*(((~(x&y)&(y^z))&~t)|((z^(x&~y))&t))+1*((~(x&(y&z))&~t)|(~(~x&(~y&z))&t)),True
